flight_number,call_sign,status,airline_name,airline_iata,airline_icao,aircraft_reg,aircraft_model,departure_airport_name,departure_airport_iata,departure_airport_icao,departure_timezone,departure_datetime,departure_datetime_revised,arrival_airport_name,arrival_airport_iata,arrival_airport_icao,arrival_timezone,arrival_datetime,arrival_datetime_revised
FR 6624,RYR4TY,Arrived,Ryanair,FR,RYR,EI-IJG,Boeing 737,Edinburgh,EDI,EGPH,Europe/London,2025-05-06 05:05:00,2025-05-06 05:17:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 07:45:00,2025-05-07 07:35:00
FR 1813,RYR98YT,Arrived,Ryanair,FR,RYR,EI-GXJ,Boeing 737-800,London,LTN,EGGW,Europe/London,2025-05-07 05:25:00,2025-05-07 05:25:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 07:45:00,2025-05-07 07:37:00
FR 450,RYR70QE,Arrived,Ryanair,FR,RYR,EI-GSI,Boeing 737-800,Newcastle upon Tyne,NCL,EGNT,Europe/London,2025-05-06 05:25:00,2025-05-06 05:26:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 07:55:00,2025-05-07 07:38:00
FR 2783,,Arrived,Ryanair,FR,RYR,,Boeing 737-800,Rimini,RMI,LIPR,Europe/Rome,2025-05-07 06:40:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 08:20:00,2025-05-07 07:58:00
U2 3053,EZY67MR,Arrived,easyJet,U2,EZY,G-EZDX,Airbus A319,Belfast,BFS,EGAA,Europe/London,2025-05-06 05:25:00,2025-05-06 05:36:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 08:15:00,2025-05-07 08:05:00
FR 7274,,Arrived,Ryanair,FR,RYR,,Airbus A320,Zadar,ZAD,LDZD,Europe/Zagreb,2025-05-07 07:10:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 08:45:00,2025-05-07 08:09:00
FR 6217,RYR6UN,Arrived,Ryanair,FR,RYR,SP-RKP,Boeing 737-800,Torp,TRF,ENTO,Europe/Oslo,2025-05-07 06:35:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 08:40:00,2025-05-07 08:14:00
FR 3504,RYR36CL,Arrived,Ryanair,FR,RYR,SP-RZB,Boeing 737-800,Bergamo,BGY,LIME,Europe/Rome,2025-05-06 06:50:00,2025-05-06 07:00:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 08:30:00,2025-05-07 08:16:00
U2 8821,EZY48UK,Arrived,easyJet,U2,EZY,G-EZTX,Airbus A320,London,LGW,EGKK,Europe/London,2025-05-07 06:00:00,2025-05-07 06:25:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 08:30:00,2025-05-07 08:20:00
FR 2588,RYR17HU,Arrived,Ryanair,FR,RYR,9H-VVL,Boeing 737-800,Málaga,AGP,LEMG,Europe/Madrid,2025-05-06 05:10:00,2025-05-06 05:04:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 08:45:00,2025-05-07 08:20:00
FR 2381,RYR2381,Arrived,Ryanair,FR,RYR,SP-RZO,Boeing 737,Perugia,PEG,LIRZ,Europe/Rome,2025-05-06 06:55:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 08:40:00,2025-05-07 08:25:00
LH 1362,DLH9FM,Arrived,Lufthansa,LH,DLH,D-AIBG,Airbus A319,Frankfurt-am-Main,FRA,EDDF,Europe/Berlin,2025-05-07 07:00:00,2025-05-07 07:00:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 08:35:00,2025-05-07 08:27:00
FR 3535,RYR73YA,Arrived,Ryanair,FR,RYR,SP-RKC,Boeing 737-800,Bergamo,BGY,LIME,Europe/Rome,2025-05-07 07:20:00,2025-05-07 07:21:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 09:05:00,2025-05-07 08:42:00
W6 2092,WZZ677,Arrived,Wizz Air,W6,WZZ,9H-WDI,Airbus A320,Lyon,LYS,LFLL,Europe/Paris,2025-05-07 06:50:00,2025-05-07 06:52:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 09:00:00,2025-05-07 08:44:00
FR 7103,,Arrived,Ryanair,FR,RYR,,Boeing 737-800,Marrakech,RAK,GMMX,Africa/Casablanca,2025-05-06 05:00:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 09:45:00,2025-05-07 08:45:00
FR 2434,RYR644Z,Arrived,Ryanair,FR,RYR,SP-RZB,Boeing 737,London,STN,EGSS,Europe/London,2025-05-07 06:40:00,2025-05-07 06:34:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 08:55:00,2025-05-07 08:47:00
KL 1323,KLM60R,Arrived,KLM,KL,KLM,PH-NXY,Embraer 195,Amsterdam,AMS,EHAM,Europe/Amsterdam,2025-05-07 07:15:00,2025-05-07 07:19:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 09:10:00,2025-05-07 09:01:00
AF 1878,AFR36XZ,Arrived,Air France,AF,AFR,F-HBLA,Embraer 190,Paris,CDG,LFPG,Europe/Paris,2025-05-07 07:05:00,2025-05-07 07:25:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 09:15:00,2025-05-07 09:04:00
FZ 1786,FDB1786,Departed,flydubai,FZ,FDB,A6-FMY,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 21:50:00,2025-05-06 21:50:00,Dubai,DXB,OMDB,Asia/Dubai,,
FR 237,RYR2LD,Departed,Ryanair,FR,RYR,SP-RSU,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 21:55:00,2025-05-06 21:55:00,Gdańsk,GDN,EPGD,Europe/Warsaw,2025-05-06 23:05:00,2025-05-06 22:50:00
W6 2047,WZZ3081,Departed,Wizz Air,W6,WZZ,9H-WDT,Airbus A321 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 03:30:00,2025-05-07 03:30:00,Barcelona,BCN,LEBL,Europe/Madrid,2025-05-07 06:20:00,2025-05-07 06:12:00
W6 2073,WZZ4ZD,Departed,Wizz Air,W6,WZZ,9H-WNN,Airbus A321 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 03:35:00,2025-05-07 03:35:00,Málaga,AGP,LEMG,Europe/Madrid,2025-05-07 07:15:00,2025-05-07 07:38:00
LO 3910,LOT3910,Departed,LOT - Polish,LO,LOT,SP-LWF,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 03:40:00,2025-05-07 03:40:00,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-07 04:30:00,2025-05-07 04:30:00
FR 1466,RYR135A,Departed,Ryanair,FR,RYR,SP-RZF,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 03:45:00,2025-05-07 03:45:00,Birmingham,BHX,EGBB,Europe/London,2025-05-07 06:20:00,2025-05-07 06:20:00
FR 4512,RYR38XT,Departed,Ryanair,FR,RYR,SP-RZK,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 03:50:00,2025-05-07 03:50:00,Palma De Mallorca,PMI,LEPA,Europe/Madrid,2025-05-07 06:40:00,2025-05-07 06:42:00
FR 6355,RYR8MT,Departed,Ryanair,FR,RYR,SP-RZI,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 03:50:00,2025-05-07 03:50:00,Alicante,ALC,LEAL,Europe/Madrid,2025-05-07 07:05:00,2025-05-07 07:00:00
FR 2435,RYR49FR,Departed,Ryanair,FR,RYR,SP-RZB,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 03:50:00,2025-05-07 03:50:00,London,STN,EGSS,Europe/London,2025-05-07 06:15:00,2025-05-07 05:58:00
W6 2091,WZZ86RL,Departed,Wizz Air,W6,WZZ,9H-WDI,Airbus A321 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 04:00:00,2025-05-07 04:00:00,Lyon,LYS,LFLL,Europe/Paris,2025-05-07 06:15:00,2025-05-07 06:02:00
W6 2001,WZZ1GP,Departed,Wizz Air,W6,WZZ,HA-LZK,Airbus A321 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 04:00:00,2025-05-07 04:00:00,London,LTN,EGGW,Europe/London,2025-05-07 06:35:00,2025-05-07 06:35:00
LH 1627,DLH1YY,Departed,Lufthansa,LH,DLH,D-AIUB,Airbus A320 (Sharklets),Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 04:00:00,2025-05-07 04:00:00,Munich,MUC,EDDM,Europe/Berlin,2025-05-07 05:20:00,2025-05-07 05:15:00
FR 6216,RYR2FJ,Departed,Ryanair,FR,RYR,SP-RKP,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 04:05:00,2025-05-07 04:05:00,Torp,TRF,ENTO,Europe/Oslo,2025-05-07 06:10:00,
LH 1371,DLH7VT,Departed,Lufthansa,LH,DLH,D-AIZT,Airbus A320 (Sharklets),Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 04:10:00,2025-05-07 04:10:00,Frankfurt-am-Main,FRA,EDDF,Europe/Berlin,2025-05-07 05:50:00,2025-05-07 05:49:00
FR 2782,RYR2782,Departed,Ryanair,FR,RYR,SP-RSH,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 04:30:00,2025-05-07 04:30:00,Rimini,RMI,LIPR,Europe/Rome,2025-05-07 06:15:00,
KL 1322,KLM1322,Departed,KLM,KL,KLM,PH-NXV,Embraer 195,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 04:35:00,2025-05-07 04:35:00,Amsterdam,AMS,EHAM,Europe/Amsterdam,2025-05-07 06:35:00,2025-05-07 06:18:00
FR 8843,RYR8843,Departed,Ryanair,FR,RYR,SP-RZH,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 04:40:00,2025-05-07 04:40:00,Aberdeen,ABZ,EGPD,Europe/London,2025-05-07 07:15:00,2025-05-07 07:02:00
OS 600,AUA600,Departed,Austrian,OS,AUA,SE-MKF,ATR 72,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 04:45:00,2025-05-07 04:45:00,Vienna,VIE,LOWW,Europe/Vienna,2025-05-07 06:05:00,2025-05-07 05:41:00
FR 5519,RYR66VA,Departed,Ryanair,FR,RYR,SP-RZP,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 04:45:00,2025-05-07 04:45:00,Bristol,BRS,EGGD,Europe/London,2025-05-07 07:25:00,2025-05-07 07:07:00
FR 2333,RYR93QV,Departed,Ryanair,FR,RYR,SP-RZL,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 04:50:00,2025-05-07 04:50:00,Leeds,LBA,EGNM,Europe/London,2025-05-07 07:20:00,2025-05-07 07:00:00
LO 139,LOT7LZ,Departed,LOT - Polish,LO,LOT,SP-LVB,Boeing 737,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 05:00:00,2025-05-07 05:00:00,Istanbul,IST,LTFM,Europe/Istanbul,2025-05-07 07:30:00,2025-05-07 07:10:00
FR 3536,RYR4195,Departed,Ryanair,FR,RYR,SP-RKC,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 05:05:00,2025-05-07 05:05:00,Bergamo,BGY,LIME,Europe/Rome,2025-05-07 06:55:00,2025-05-07 06:24:00
FR 4203,RYR15VD,Departed,Ryanair,FR,RYR,SP-RKK,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 05:20:00,2025-05-07 05:20:00,Glasgow,GLA,EGPF,Europe/London,2025-05-07 08:10:00,2025-05-07 07:55:00
FR 4627,RYR66HW,Departed,Ryanair,FR,RYR,9H-QBR,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 06:15:00,2025-05-07 06:15:00,Stockholm,ARN,ESSA,Europe/Stockholm,2025-05-07 08:15:00,2025-05-07 07:56:00
LO 3904,LOT3904,Departed,LOT - Polish,LO,LOT,SP-LIL,Embraer 175,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 06:50:00,2025-05-07 06:50:00,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-07 07:40:00,2025-05-07 07:35:00
FR 1469,RYR46SE,Departed,Ryanair,FR,RYR,EI-HGM,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 06:50:00,2025-05-07 06:50:00,Roma,CIA,LIRA,Europe/Rome,2025-05-07 08:50:00,2025-05-07 08:41:00
FR 2763,RYR1EE,Departed,Ryanair,FR,RYR,9H-QAT,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 06:55:00,2025-05-07 06:55:00,Copenhagen,CPH,EKCH,Europe/Copenhagen,2025-05-07 08:35:00,2025-05-07 08:36:00
AY 1162,FIN9DZ,Departed,Finnair,AY,FIN,OH-LVH,Airbus A319,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 06:55:00,2025-05-07 06:55:00,Helsinki,HEL,EFHK,Europe/Helsinki,2025-05-07 08:50:00,2025-05-07 08:38:00
FR 3699,RYR7ZL,Departed,Ryanair,FR,RYR,EI-IJY,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 07:05:00,2025-05-07 07:05:00,Beauvais/Tillé,BVA,LFOB,Europe/Paris,2025-05-07 09:20:00,2025-05-07 09:02:00
FR 2229,RYR8PU,Departed,Ryanair,FR,RYR,EI-ESV,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 07:15:00,2025-05-07 07:15:00,Valencia,VLC,LEVC,Europe/Madrid,2025-05-07 10:25:00,2025-05-07 10:31:00
LX 1371,SWR4QZ,Departed,SWISS,LX,SWR,YL-CSE,Airbus A220-300,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 07:25:00,2025-05-07 07:25:00,Zurich,ZRH,LSZH,Europe/Zurich,2025-05-07 09:10:00,2025-05-07 09:13:00
LH 1621,DLH3CJ,Departed,Lufthansa,LH,DLH,D-ACND,Canadair CRJ 900NG,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 07:30:00,2025-05-07 07:30:00,Munich,MUC,EDDM,Europe/Berlin,2025-05-07 08:50:00,2025-05-07 08:45:00
TK 1272,THY28H,Departed,Turkish,TK,THY,TC-LCC,Boeing 737,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 07:40:00,2025-05-07 07:40:00,Istanbul,IST,LTFM,Europe/Istanbul,2025-05-07 10:10:00,2025-05-07 09:45:00
FR 4935,RYR40WV,Departed,Ryanair,FR,RYR,EI-DHH,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 07:45:00,2025-05-07 07:45:00,Brussels,CRL,EBCI,Europe/Brussels,2025-05-07 09:45:00,
U2 4668,EJU76TJ,Departed,easyJet,U2,EZY,OE-ICT,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 08:05:00,2025-05-07 08:05:00,Paris,CDG,LFPG,Europe/Paris,2025-05-07 10:25:00,2025-05-07 10:04:00
EC 4668,EJU76TJ,Departed,EasyJet Europe,EC,EJU,OE-ICT,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 08:05:00,2025-05-07 08:05:00,Paris,CDG,LFPG,Europe/Paris,2025-05-07 10:25:00,2025-05-07 10:04:00
SK 1736,SAS69B,Departed,SAS,SK,SAS,SE-RSN,Embraer 195,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 08:10:00,2025-05-07 08:10:00,Copenhagen,CPH,EKCH,Europe/Copenhagen,2025-05-07 09:40:00,2025-05-07 09:45:00
FR 1812,RYR994W,Departed,Ryanair,FR,RYR,EI-GXJ,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 08:10:00,2025-05-07 08:10:00,London,LTN,EGGW,Europe/London,2025-05-07 10:40:00,2025-05-07 10:40:00
FR 9949,RYR48CH,Departed,Ryanair,FR,RYR,9H-QCT,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 08:20:00,2025-05-07 08:20:00,Toulouse-Blagnac,TLS,LFBO,Europe/Paris,2025-05-07 11:05:00,2025-05-07 10:57:00
FR 889,RYR76AP,Departed,Ryanair,FR,RYR,SP-RSH,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 08:45:00,2025-05-07 08:45:00,Bergamo,BGY,LIME,Europe/Rome,2025-05-07 10:35:00,2025-05-07 10:10:00
U2 8822,EZY97HX,Departed,easyJet,U2,EZY,G-EZTX,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 09:05:00,2025-05-07 09:05:00,London,LGW,EGKK,Europe/London,2025-05-07 11:45:00,2025-05-07 11:45:00
FR 2174,RYR9DR,Departed,Ryanair,FR,RYR,SP-RKP,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 09:05:00,2025-05-07 09:05:00,Memmingen,FMM,EDJA,Europe/Berlin,2025-05-07 10:40:00,
FR 7273,RYR2NZ,Departed,Ryanair,FR,RYR,9H-LOS,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 09:10:00,2025-05-07 09:10:00,Zadar,ZAD,LDZD,Europe/Zagreb,2025-05-07 10:40:00,
DY 1040,NOZ4BJ,Arrived,Norwegian Air Shuttle,DY,NOZ,LN-ENP,Boeing 737-800,Oslo,OSL,ENGM,Europe/Oslo,2025-05-07 07:40:00,2025-05-07 07:32:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 09:45:00,2025-05-07 09:21:00
FR 1465,RYR69EC,Arrived,Ryanair,FR,RYR,SP-RZF,Boeing 737,Birmingham,BHX,EGBB,Europe/London,2025-05-07 06:45:00,2025-05-07 06:45:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 09:10:00,2025-05-07 09:24:00
FR 2141,RYR31AG,Arrived,Ryanair,FR,RYR,SP-RSD,Boeing 737-800,Manchester,MAN,EGCC,Europe/London,2025-05-06 07:00:00,2025-05-06 07:05:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 09:30:00,2025-05-07 09:26:00
LO 3907,LOT3HB,Arrived,LOT - Polish,LO,LOT,SP-LMG,Embraer 190,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-07 08:35:00,2025-05-07 08:35:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 09:30:00,2025-05-07 09:27:00
W6 2048,WZZ1053,Arrived,Wizz Air,W6,WZZ,9H-WDT,Airbus A320,Barcelona,BCN,LEBL,Europe/Madrid,2025-05-07 07:00:00,2025-05-07 07:00:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 09:55:00,2025-05-07 09:30:00
AY 1165,FIN1EG,Arrived,Finnair,AY,FIN,OH-LKM,Embraer 190,Helsinki,HEL,EFHK,Europe/Helsinki,2025-05-07 07:45:00,2025-05-07 07:39:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 09:45:00,2025-05-07 09:33:00
W6 2002,WZZ96,Arrived,Wizz Air,W6,WZZ,HA-LTA,Airbus A320,London,LTN,EGGW,Europe/London,2025-05-07 07:25:00,2025-05-07 07:25:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 09:50:00,2025-05-07 09:48:00
FR 3436,RYR5MV,Arrived,Ryanair,FR,RYR,SP-RZK,Boeing 737-800,Beauvais/Tillé,BVA,LFOB,Europe/Paris,2025-05-06 07:45:00,2025-05-06 08:02:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 09:50:00,2025-05-07 09:48:00
FR 2332,RYR81CZ,Arrived,Ryanair,FR,RYR,SP-RZL,Boeing 737,Leeds,LBA,EGNM,Europe/London,2025-05-07 07:45:00,2025-05-07 07:44:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:10:00,2025-05-07 09:51:00
FZ 1787,FDB4GA,Arrived,flydubai,FZ,FDB,A6-FMS,Boeing 737,Dubai,DXB,OMDB,Asia/Dubai,2025-05-07 03:35:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 09:50:00,2025-05-07 09:54:00
FR 8842,RYR8842,Arrived,Ryanair,FR,RYR,SP-RZH,Boeing 737,Aberdeen,ABZ,EGPD,Europe/London,2025-05-07 07:40:00,2025-05-07 07:52:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:15:00,2025-05-07 10:06:00
FR 5516,RYR7XB,Arrived,Ryanair,FR,RYR,SP-RZP,Boeing 737,Bristol,BRS,EGGD,Europe/London,2025-05-07 07:50:00,2025-05-07 07:56:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:20:00,2025-05-07 10:08:00
FR 3035,RYR8285,Arrived,Ryanair,FR,RYR,SP-RZP,Boeing 737-800,Barcelona,BCN,LEBL,Europe/Madrid,2025-05-06 07:30:00,2025-05-06 07:33:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 10:20:00,2025-05-07 10:08:00
FR 4511,RYR97EU,Arrived,Ryanair,FR,RYR,SP-RZK,Boeing 737,Palma De Mallorca,PMI,LEPA,Europe/Madrid,2025-05-07 07:20:00,2025-05-07 07:34:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:10:00,2025-05-07 10:12:00
LH 1364,DLH3NE,Arrived,Lufthansa,LH,DLH,D-AIQT,Airbus A320,Frankfurt-am-Main,FRA,EDDF,Europe/Berlin,2025-05-07 08:35:00,2025-05-07 08:35:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:10:00,2025-05-07 10:15:00
BA 872,BAW12P,Arrived,British,BA,BAW,G-DBCG,Airbus A319,London,LHR,EGLL,Europe/London,2025-05-06 08:05:00,2025-05-06 08:40:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 10:35:00,2025-05-07 10:36:00
LO 140,LOT140,Arrived,LOT - Polish,LO,LOT,SP-LVB,Boeing 737,Istanbul,IST,LTFM,Europe/Istanbul,2025-05-07 08:25:00,2025-05-07 08:25:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:40:00,2025-05-07 10:38:00
FR 5429,RYR5429,Arrived,Ryanair,FR,RYR,SP-RNF,Boeing 737-800,Riga,RIX,EVRA,Europe/Riga,2025-05-06 09:20:00,2025-05-06 09:20:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 11:00:00,2025-05-07 10:41:00
LH 1622,DLH1JM,Arrived,Lufthansa,LH,DLH,D-AIDM,Airbus A321,Munich,MUC,EDDM,Europe/Berlin,2025-05-07 09:20:00,2025-05-07 09:20:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:40:00,2025-05-07 10:43:00
G9 730,ABY730,Arrived,Air Arabia,G9,ABY,A6-AOO,Airbus A320,Sharjah,SHJ,OMSJ,Asia/Dubai,2025-05-07 04:55:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:55:00,2025-05-07 10:59:00
W6 2080,WZZ613,Arrived,Wizz Air,W6,WZZ,9H-WNN,Airbus A320,Valencia,VLC,LEVC,Europe/Madrid,2025-05-06 08:00:00,2025-05-06 08:10:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 11:10:00,2025-05-07 11:00:00
FR 6356,RYR244L,Arrived,Ryanair,FR,RYR,SP-RZQ,Boeing 737,Alicante,ALC,LEAL,Europe/Madrid,2025-05-07 07:45:00,2025-05-07 08:17:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:50:00,2025-05-07 11:02:00
4M 883,,Arrived,LATAM Argentina,4M,DSM,,,Antalya,AYT,LTAI,Europe/Istanbul,,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 11:15:00,2025-05-07 11:04:00
KL 1325,KLM95V,Arrived,KLM,KL,KLM,PH-EZF,Embraer 190,Amsterdam,AMS,EHAM,Europe/Amsterdam,2025-05-07 09:30:00,2025-05-07 09:30:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 11:25:00,2025-05-07 11:14:00
FR 4204,RYR5MZ,Arrived,Ryanair,FR,RYR,SP-RKK,Boeing 737-800,Glasgow,GLA,EGPF,Europe/London,2025-05-07 08:35:00,2025-05-07 08:54:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 11:20:00,2025-05-07 11:16:00
FR 2610,RYR12BV,Arrived,Ryanair,FR,RYR,SP-RZF,Boeing 737-800,Athens,ATH,LGAV,Europe/Athens,2025-05-06 08:00:00,2025-05-06 09:11:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 10:20:00,2025-05-07 11:16:00
E4 7944,ENT7944,Arrived,Enter Air,E4,ENT,OM-KEX,Boeing 737-800,Antalya,AYT,LTAI,Europe/Istanbul,,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 11:25:00,2025-05-07 11:20:00
U2 2937,EZY78KA,Arrived,easyJet,U2,EZY,G-UZHX,Airbus A320,Bristol,BRS,EGGD,Europe/London,2025-05-07 09:10:00,2025-05-07 09:15:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 11:40:00,2025-05-07 11:28:00
LH 1366,DLH6PJ,Arrived,Lufthansa,LH,DLH,D-AIWA,Airbus A320,Frankfurt-am-Main,FRA,EDDF,Europe/Berlin,2025-05-06 09:50:00,2025-05-06 09:50:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 11:25:00,2025-05-07 11:28:00
W6 2074,WZZ40,Arrived,Wizz Air,W6,WZZ,9H-WNN,Airbus A320,Málaga,AGP,LEMG,Europe/Madrid,2025-05-07 08:20:00,2025-05-07 08:29:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 11:55:00,2025-05-07 11:43:00
FR 947,RYR64VX,Arrived,Ryanair,FR,RYR,SP-RKC,Boeing 737-800,Vienna,VIE,LOWW,Europe/Vienna,2025-05-07 11:10:00,2025-05-07 11:16:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 12:15:00,2025-05-07 11:52:00
OS 597,AUA597,Arrived,Austrian,OS,AUA,SE-MKF,ATR 72,Vienna,VIE,LOWW,Europe/Vienna,2025-05-07 10:55:00,2025-05-07 11:07:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 12:05:00,2025-05-07 11:54:00
EW 9732,EWG3EC,Arrived,Eurowings,EW,EWG,9H-SWG,Airbus A320,Düsseldorf,DUS,EDDL,Europe/Berlin,2025-05-07 10:30:00,2025-05-07 10:25:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 12:15:00,2025-05-07 12:01:00
LO 3905,,Arrived,LOT - Polish,LO,LOT,,Embraer 195,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-07 11:20:00,2025-05-07 11:20:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 12:15:00,2025-05-07 12:06:00
FR 4069,,Arrived,Ryanair,FR,RYR,,Boeing 737-800,Prague,PRG,LKPR,Europe/Prague,2025-05-07 11:20:00,2025-05-07 11:18:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 12:30:00,2025-05-07 12:12:00
E4 4856,ENT4856,Arrived,Enter Air,E4,ENT,SP-ENQ,Boeing 737-800,Marsa Alam,RMF,HEMA,Africa/Cairo,,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 12:45:00,2025-05-07 12:19:00
