flight_number,call_sign,status,airline_name,airline_iata,airline_icao,aircraft_reg,aircraft_model,departure_airport_name,departure_airport_iata,departure_airport_icao,departure_timezone,departure_datetime,departure_datetime_revised,arrival_airport_name,arrival_airport_iata,arrival_airport_icao,arrival_timezone,arrival_datetime,arrival_datetime_revised
FR 4024,RYR772L,Arrived,Ryanair,FR,RYR,SP-RZH,Boeing 737,Lisbon,LIS,LPPT,Europe/Lisbon,2025-05-06 08:35:00,2025-05-06 09:02:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 12:25:00,2025-05-07 12:22:00
FR 2175,RYR8TH,Arrived,Ryanair,FR,RYR,SP-RKP,Boeing 737-800,Memmingen,FMM,EDJA,Europe/Berlin,2025-05-07 11:05:00,2025-05-07 11:23:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 12:35:00,2025-05-07 12:31:00
FR 2725,RYR2AM,Arrived,Ryanair,FR,RYR,SP-RZO,Boeing 737,Copenhagen,CPH,EKCH,Europe/Copenhagen,2025-05-06 11:10:00,2025-05-06 11:10:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 12:45:00,2025-05-07 12:32:00
FR 5086,,Arrived,Ryanair,FR,RYR,,Boeing 737-800,Paphos,PFO,LCPH,Asia/Nicosia,2025-05-06 09:10:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 12:25:00,2025-05-07 12:35:00
FR 888,RYR6RX,Arrived,Ryanair,FR,RYR,SP-RSH,Boeing 737-800,Bergamo,BGY,LIME,Europe/Rome,2025-05-07 11:00:00,2025-05-07 11:19:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 12:45:00,2025-05-07 12:40:00
DY 1028,NOZ28V,Arrived,Norwegian Air Shuttle,DY,NOZ,LN-ENL,Boeing 737-800,Bergen,BGO,ENBR,Europe/Oslo,2025-05-07 10:25:00,2025-05-07 10:45:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 12:45:00,2025-05-07 12:48:00
U2 4667,EJU87BX,Arrived,easyJet,U2,EZY,OE-IJY,Airbus A320,Paris,CDG,LFPG,Europe/Paris,2025-05-06 10:50:00,2025-05-06 11:10:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 13:05:00,2025-05-07 12:48:00
EC 4667,EJU87BX,Arrived,EasyJet Europe,EC,EJU,OE-IJY,Airbus A320,Paris,CDG,LFPG,Europe/Paris,2025-05-06 10:50:00,2025-05-06 11:10:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 13:05:00,2025-05-07 12:48:00
FR 5534,RYR4XD,Arrived,Ryanair,FR,RYR,EI-IJS,Boeing 737-800,Brussels,CRL,EBCI,Europe/Brussels,2025-05-07 11:00:00,2025-05-07 11:39:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 13:00:00,2025-05-07 13:09:00
FR 4011,RYR4011,Arrived,Ryanair,FR,RYR,SP-RZB,Boeing 737,Goteborg,GOT,ESGG,Europe/Stockholm,2025-05-07 11:35:00,2025-05-07 11:42:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 13:20:00,2025-05-07 13:16:00
FR 4078,RYR4078,Arrived,Ryanair,FR,RYR,SP-RZP,Boeing 737,Prague,PRG,LKPR,Europe/Prague,2025-05-06 12:20:00,2025-05-06 12:24:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 13:30:00,2025-05-07 13:16:00
RK 2362,,Arrived,Ryanair UK,RK,RUK,,Boeing 737-800,London,STN,EGSS,Europe/London,2025-05-06 10:55:00,2025-05-06 11:14:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 13:10:00,2025-05-07 13:20:00
FR 2362,RYR9FK,Arrived,Ryanair,FR,RYR,9H-QFO,Boeing 737-800,London,STN,EGSS,Europe/London,2025-05-06 10:55:00,2025-05-06 11:14:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 13:10:00,2025-05-07 13:20:00
FR 4045,RYR8NQ,Arrived,Ryanair,FR,RYR,SP-RZB,Boeing 737,Nápoli,NAP,LIRN,Europe/Rome,2025-05-06 11:20:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 13:20:00,2025-05-07 13:29:00
FR 82,RYR81NE,Arrived,Ryanair,FR,RYR,9H-QDM,Boeing 737-800,Roma,CIA,LIRA,Europe/Rome,2025-05-06 12:05:00,2025-05-06 12:05:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 14:00:00,2025-05-07 13:32:00
FR 1465,RYR69EC,Arrived,Ryanair,FR,RYR,EI-EXE,Boeing 737-800,Birmingham,BHX,EGBB,Europe/London,2025-05-06 11:10:00,2025-05-06 11:34:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 13:35:00,2025-05-07 13:41:00
FR 7274,RYR83CJ,Arrived,Ryanair,FR,RYR,9H-LOS,Airbus A320,Zadar,ZAD,LDZD,Europe/Zagreb,2025-05-06 12:50:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 14:25:00,2025-05-07 13:59:00
EN 8342,DLA4JC,Arrived,Air Dolomiti,EN,DLA,I-ADJV,Embraer 195,Munich,MUC,EDDM,Europe/Berlin,2025-05-07 12:40:00,2025-05-07 13:00:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 14:00:00,2025-05-07 14:15:00
FR 5916,RYR86BW,Arrived,Ryanair,FR,RYR,SP-RKK,Boeing 737-800,Dubrovnik,DBV,LDDU,Europe/Zagreb,2025-05-06 12:55:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 14:35:00,2025-05-07 14:15:00
LO 3919,LOT3919,Arrived,LOT - Polish,LO,LOT,SP-LVA,Boeing 737,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-07 13:10:00,2025-05-07 13:10:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 14:05:00,2025-05-07 14:19:00
FR 3038,RYR23CT,Arrived,Ryanair,FR,RYR,SP-RZL,Boeing 737,Treviso,TSF,LIPH,Europe/Rome,2025-05-07 12:40:00,2025-05-07 13:05:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 14:15:00,2025-05-07 14:21:00
FH 759,FHY759,Arrived,Freebird,FH,FHY,TC-FHK,Airbus A320,Antalya,AYT,LTAI,Europe/Istanbul,,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 14:25:00,2025-05-07 14:28:00
FR 2723,RYR556Q,Arrived,Ryanair,FR,RYR,SP-RZK,Boeing 737,Bari,BRI,LIBD,Europe/Rome,2025-05-06 12:40:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 14:30:00,2025-05-07 14:52:00
FR 9836,RYR9836,Arrived,Ryanair,FR,RYR,SP-RZI,Boeing 737,Fuerteventura Island,FUE,GCFV,Atlantic/Canary,2025-05-06 10:05:00,2025-05-06 10:18:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 15:15:00,2025-05-07 14:57:00
FR 43,RYR853W,Arrived,Ryanair,FR,RYR,SP-RZK,Boeing 737,Eindhoven,EIN,EHEH,Europe/Amsterdam,2025-05-07 13:15:00,2025-05-07 13:36:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 15:05:00,2025-05-07 15:01:00
FR 8403,,Arrived,Ryanair,FR,RYR,,Boeing 737,Tirana,TIA,LATI,Europe/Tirane,2025-05-07 13:20:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 15:10:00,2025-05-07 15:07:00
KL 1327,KLM77H,Arrived,KLM,KL,KLM,PH-EZP,Embraer 190,Amsterdam,AMS,EHAM,Europe/Amsterdam,2025-05-07 13:20:00,2025-05-07 13:28:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 15:10:00,2025-05-07 15:11:00
W6 2076,WZZ3BN,Arrived,Wizz Air,W6,WZZ,9H-WDT,Airbus A320,Eindhoven,EIN,EHEH,Europe/Amsterdam,2025-05-07 13:25:00,2025-05-07 13:46:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 15:15:00,2025-05-07 15:14:00
FR 4425,RYR5UW,Arrived,Ryanair,FR,RYR,EI-DHN,Boeing 737-800,Cagliari,CAG,LIEE,Europe/Rome,2025-05-07 13:20:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 15:45:00,2025-05-07 15:16:00
SN 2547,BEL8GP,Arrived,Brussels,SN,BEL,OO-SSO,Airbus A319,Brussels,BRU,EBBR,Europe/Brussels,2025-05-07 13:25:00,2025-05-07 13:52:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 15:20:00,2025-05-07 15:20:00
W6 2068,WZZ8GY,Arrived,Wizz Air,W6,WZZ,HA-LTA,Airbus A320,Milan,MXP,LIMC,Europe/Rome,2025-05-07 13:15:00,2025-05-07 14:08:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 15:10:00,2025-05-07 15:29:00
FR 3046,,Arrived,Ryanair,FR,RYR,,Boeing 737,Pescara,PSR,LIBP,Europe/Rome,2025-05-06 13:25:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 15:15:00,2025-05-07 15:36:00
W6 2034,WZZ829,Arrived,Wizz Air,W6,WZZ,HA-LZK,Airbus A320,Oslo,OSL,ENGM,Europe/Oslo,2025-05-06 13:55:00,2025-05-06 13:49:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 16:05:00,2025-05-07 15:43:00
W6 2004,WZZ2EQ,Arrived,Wizz Air,W6,WZZ,9H-WDI,Airbus A320,London,LTN,EGGW,Europe/London,2025-05-07 13:25:00,2025-05-07 13:25:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 15:50:00,2025-05-07 15:44:00
FR 236,RYR9G,Arrived,Ryanair,FR,RYR,SP-RKC,Boeing 737-800,Gdańsk,GDN,EPGD,Europe/Warsaw,2025-05-07 14:40:00,2025-05-07 14:54:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 15:55:00,2025-05-07 15:47:00
W6 2060,WZZ97,Arrived,Wizz Air,W6,WZZ,9H-WNN,Airbus A320,Bologna,BLQ,LIPE,Europe/Rome,2025-05-06 14:35:00,2025-05-06 14:38:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 16:20:00,2025-05-07 15:54:00
AY 1163,FIN1163,Arrived,Finnair,AY,FIN,OH-LKR,Embraer 190,Helsinki,HEL,EFHK,Europe/Helsinki,2025-05-07 14:10:00,2025-05-07 14:11:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 16:10:00,2025-05-07 15:55:00
LO 3923,LOT3923,Arrived,LOT - Polish,LO,LOT,SP-LMH,Embraer 170,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-07 14:50:00,2025-05-07 14:50:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 15:45:00,2025-05-07 16:10:00
LH 1368,DLH7MU,Arrived,Lufthansa,LH,DLH,D-AIQU,Airbus A320,Frankfurt-am-Main,FRA,EDDF,Europe/Berlin,2025-05-07 14:50:00,2025-05-07 14:50:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 16:25:00,2025-05-07 16:15:00
A3 868,AEE868,Arrived,Aegean,A3,AEE,SX-NEJ,Airbus A320 NEO,Athens,ATH,LGAV,Europe/Athens,2025-05-06 13:30:00,2025-05-06 14:22:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 15:55:00,2025-05-07 16:20:00
FR 6735,,Arrived,Ryanair,FR,RYR,,Boeing 737,Olbia,OLB,LIEO,Europe/Rome,2025-05-07 14:40:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 16:50:00,2025-05-07 16:39:00
W6 2058,WZZ3NR,Arrived,Wizz Air,W6,WZZ,9H-WDT,Airbus A320,Bucharest,BBU,LRBS,Europe/Bucharest,2025-05-06 15:20:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 16:55:00,2025-05-07 16:40:00
LX 1374,SWR4DM,Arrived,SWISS,LX,SWR,HB-JBD,Airbus A220-100,Zurich,ZRH,LSZH,Europe/Zurich,2025-05-07 15:15:00,2025-05-07 15:36:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 16:55:00,2025-05-07 16:53:00
FR 3535,RYR19CG,Arrived,Ryanair,FR,RYR,SP-RZH,Boeing 737 MAX 8,Bergamo,BGY,LIME,Europe/Rome,2025-05-06 15:30:00,2025-05-06 15:45:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 17:15:00,2025-05-07 17:02:00
EW 9732,EWG3EC,Arrived,Eurowings,EW,EWG,9H-SWC,Airbus A320,Düsseldorf,DUS,EDDL,Europe/Berlin,2025-05-06 15:30:00,2025-05-06 15:44:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 17:15:00,2025-05-07 17:15:00
JU 158,ASL158,Arrived,Air Serbia,JU,ASL,YU-ALW,ATR 72,Belgrade,BEG,LYBE,Europe/Belgrade,2025-05-07 15:50:00,2025-05-07 16:00:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 17:50:00,2025-05-07 17:24:00
FR 5523,RYR3SD,Arrived,Ryanair,FR,RYR,9H-QAW,Boeing 737-800,Bournemouth,BOH,EGHH,Europe/London,2025-05-06 15:05:00,2025-05-06 15:20:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 17:30:00,2025-05-07 17:26:00
FR 6231,,Arrived,Ryanair,FR,RYR,,Boeing 737-800,Goleniów,SZZ,EPSC,Europe/Warsaw,2025-05-06 16:10:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 17:20:00,2025-05-07 17:31:00
FR 3327,RYR2XL,Arrived,Ryanair,FR,RYR,EI-IJG,Boeing 737,Limerick city,SNN,EINN,Europe/Dublin,2025-05-07 14:45:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 17:45:00,2025-05-07 17:38:00
BA 872,BAW12P,Arrived,British,BA,BAW,G-EUUU,Airbus A319,London,LHR,EGLL,Europe/London,2025-05-07 15:10:00,2025-05-07 15:50:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 17:40:00,2025-05-07 17:44:00
FR 2175,RYR8TH,Arrived,Ryanair,FR,RYR,EI-EMF,Boeing 737-800,Memmingen,FMM,EDJA,Europe/Berlin,2025-05-06 16:30:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 18:00:00,2025-05-07 17:46:00
FR 82,RYR81NE,Arrived,Ryanair,FR,RYR,SP-RSH,Boeing 737-800,Roma,CIA,LIRA,Europe/Rome,2025-05-07 16:10:00,2025-05-07 16:10:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 18:05:00,2025-05-07 17:47:00
FR 7931,RYR61GN,Arrived,Ryanair,FR,RYR,EI-DLI,Boeing 737-800,Pisa,PSA,LIRP,Europe/Rome,2025-05-06 16:15:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 18:10:00,2025-05-07 17:48:00
U2 4669,EJU73TE,Arrived,easyJet,U2,EZY,OE-LKK,Airbus A319,Paris,CDG,LFPG,Europe/Paris,2025-05-07 15:50:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 18:05:00,2025-05-07 17:49:00
EC 4669,EJU73TE,Arrived,EasyJet Europe,EC,EJU,OE-LKK,Airbus A319,Paris,CDG,LFPG,Europe/Paris,2025-05-07 15:50:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 18:05:00,2025-05-07 17:49:00
FR 3798,RYR71KD,Arrived,Ryanair,FR,RYR,EI-EME,Boeing 737-800,Bologna,BLQ,LIPE,Europe/Rome,2025-05-07 16:15:00,2025-05-07 16:33:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 18:00:00,2025-05-07 17:52:00
FR 7934,,Arrived,Ryanair,FR,RYR,,Boeing 737,Podgorica,TGD,LYPG,Europe/Podgorica,2025-05-07 16:15:00,2025-05-07 16:36:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 17:50:00,2025-05-07 17:55:00
FR 3698,RYR32UE,Arrived,Ryanair,FR,RYR,SP-RKP,Boeing 737-800,Beauvais/Tillé,BVA,LFOB,Europe/Paris,2025-05-06 16:00:00,2025-05-06 16:11:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 18:10:00,2025-05-07 17:56:00
FR 2727,RYR6321,Arrived,Ryanair,FR,RYR,SP-RZF,Boeing 737-800,Catania,CTA,LICC,Europe/Rome,2025-05-06 15:45:00,2025-05-06 15:55:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 18:10:00,2025-05-07 18:06:00
FR 3715,RYR3715,Arrived,Ryanair,FR,RYR,SP-RKK,Boeing 737,Burgas,BOJ,LBBG,Europe/Sofia,2025-05-07 14:30:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 16:20:00,2025-05-07 18:07:00
FR 4934,RYR97RG,Arrived,Ryanair,FR,RYR,SP-RZB,Boeing 737,Brussels,CRL,EBCI,Europe/Brussels,2025-05-06 16:25:00,2025-05-06 16:43:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 18:25:00,2025-05-07 18:14:00
U2 2263,EZY72RX,Arrived,easyJet,U2,EZY,G-EZRY,Airbus A320,Manchester,MAN,EGCC,Europe/London,2025-05-07 16:20:00,2025-05-07 16:06:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 18:50:00,2025-05-07 18:25:00
FR 1813,RYR98YT,Arrived,Ryanair,FR,RYR,9H-QBQ,Boeing 737-800,London,LTN,EGGW,Europe/London,2025-05-06 15:55:00,2025-05-06 15:55:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 18:15:00,2025-05-07 18:26:00
LY 5119,ELY5119,Arrived,El Al,LY,ELY,4X-EKM,Boeing 737-800,Tel Aviv Yafo,TLV,LLBG,Asia/Jerusalem,2025-05-07 15:15:00,2025-05-07 15:27:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 19:00:00,2025-05-07 18:42:00
U2 2937,EZY78KA,Arrived,easyJet,U2,EZY,G-EZRT,Airbus A320,Bristol,BRS,EGGD,Europe/London,2025-05-06 16:30:00,2025-05-06 16:29:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 19:00:00,2025-05-07 18:44:00
LO 3921,LOT3921,Arrived,LOT - Polish,LO,LOT,SP-LNM,Embraer 195,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-07 17:55:00,2025-05-07 17:55:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 18:45:00,2025-05-07 18:46:00
FR 4635,RYR3Q,Arrived,Ryanair,FR,RYR,9H-QBH,Boeing 737-800,Stockholm,ARN,ESSA,Europe/Stockholm,2025-05-07 16:50:00,2025-05-07 17:09:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 18:45:00,2025-05-07 18:48:00
DY 1042,NOZ4DY,Arrived,Norwegian Air Shuttle,DY,NOZ,LN-NHA,Boeing 737-800,Oslo,OSL,ENGM,Europe/Oslo,2025-05-07 16:45:00,2025-05-07 16:55:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 18:50:00,2025-05-07 18:52:00
U2 1261,EZS27KE,Arrived,easyJet,U2,EZY,HB-JXA,Airbus A320,Bâle/Mulhouse,BSL,LFSB,Europe/Paris,2025-05-06 16:50:00,2025-05-06 17:28:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 18:45:00,2025-05-07 18:52:00
DS 1261,EZS27KE,Arrived,Easyjet Switzerland,DS,EZS,HB-JXA,Airbus A320,Bâle/Mulhouse,BSL,LFSB,Europe/Paris,2025-05-06 16:50:00,2025-05-06 17:28:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 18:45:00,2025-05-07 18:52:00
FR 6624,RYR4TY,Arrived,Ryanair,FR,RYR,9H-VUZ,Boeing 737,Edinburgh,EDI,EGPH,Europe/London,2025-05-07 16:50:00,2025-05-07 16:57:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 19:30:00,2025-05-07 19:13:00
FR 1724,RYR76UU,Arrived,Ryanair,FR,RYR,9H-MAK,Boeing 737,Nottingham,EMA,EGNX,Europe/London,2025-05-06 14:30:00,2025-05-06 17:12:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 16:55:00,2025-05-07 19:21:00
FR 2023,RYR59QF,Arrived,Ryanair,FR,RYR,SP-RKP,Boeing 737-800,Dublin,DUB,EIDW,Europe/Dublin,2025-05-07 16:50:00,2025-05-07 16:50:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 19:40:00,2025-05-07 19:29:00
FZ 1785,FDB1785,Arrived,flydubai,FZ,FDB,A6-FMY,Boeing 737,Dubai,DXB,OMDB,Asia/Dubai,2025-05-06 14:35:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 20:50:00,2025-05-07 20:30:00
FR 2148,RYR68SW,Arrived,Ryanair,FR,RYR,9H-QAM,Boeing 737-800,Manchester,MAN,EGCC,Europe/London,2025-05-06 17:15:00,2025-05-06 18:14:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 19:45:00,2025-05-07 20:32:00
FR 4463,RYR5WD,Arrived,Ryanair,FR,RYR,EI-EFH,Boeing 737-800,Milan,MXP,LIMC,Europe/Rome,2025-05-06 18:50:00,2025-05-06 19:25:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 20:45:00,2025-05-07 20:45:00
FR 2228,RYR8447,Arrived,Ryanair,FR,RYR,SP-RZP,Boeing 737,Valencia,VLC,LEVC,Europe/Madrid,2025-05-06 18:20:00,2025-05-06 18:18:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 21:20:00,2025-05-07 21:03:00
FR 5144,RYR8MW,Arrived,Ryanair,FR,RYR,SP-RKC,Boeing 737,Lamezia Terme,SUF,LICA,Europe/Rome,2025-05-06 18:20:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-06 20:25:00,2025-05-07 21:06:00
LH 1363,DLH6CM,Departed,Lufthansa,LH,DLH,D-AIBG,Airbus A319,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 09:15:00,2025-05-07 09:15:00,Frankfurt-am-Main,FRA,EDDF,Europe/Berlin,2025-05-07 10:55:00,2025-05-07 10:46:00
FR 4010,RYR410D,Departed,Ryanair,FR,RYR,SP-RZB,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 09:20:00,2025-05-07 09:20:00,Goteborg,GOT,ESGG,Europe/Stockholm,2025-05-07 11:10:00,2025-05-07 11:07:00
FR 946,RYR946,Departed,Ryanair,FR,RYR,SP-RKC,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 09:30:00,2025-05-07 09:30:00,Vienna,VIE,LOWW,Europe/Vienna,2025-05-07 10:40:00,2025-05-07 10:23:00
SPAPG,SPAPG,Departed,Unknown/Private owner,,,SP-APG,C152,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 09:36:00,2025-05-07 09:36:00,,,,,,
KL 1324,KLM78B,Departed,KLM,KL,KLM,PH-NXY,Embraer 195,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 09:50:00,2025-05-07 09:50:00,Amsterdam,AMS,EHAM,Europe/Amsterdam,2025-05-07 11:50:00,2025-05-07 11:57:00
AF 1879,AFR78PF,Departed,Air France,AF,AFR,F-HBLA,Embraer 190,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:00:00,2025-05-07 10:00:00,Paris,CDG,LFPG,Europe/Paris,2025-05-07 12:20:00,2025-05-07 12:01:00
AF 1879,AFR78PF,Departed,Air France,AF,AFR,F-HBLA,Embraer 190,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:00:00,2025-05-07 10:00:00,Paris,CDG,LFPG,Europe/Paris,2025-05-07 12:20:00,2025-05-07 12:01:00
W6 2003,WZZ1ZH,Departed,Wizz Air,W6,WZZ,9H-WDI,Airbus A321 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:00:00,2025-05-07 10:00:00,London,LTN,EGGW,Europe/London,2025-05-07 12:40:00,2025-05-07 12:40:00
W6 2003,WZZ1ZH,Departed,Wizz Air,W6,WZZ,9H-WDI,Airbus A321 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:00:00,2025-05-07 10:00:00,London,LTN,EGGW,Europe/London,2025-05-07 12:40:00,2025-05-07 12:40:00
LO 3908,LOT3908,Departed,LOT - Polish,LO,LOT,SP-LMG,Embraer 190,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:15:00,2025-05-07 10:15:00,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-07 11:10:00,2025-05-07 11:15:00
DY 1041,NOZ4TL,Departed,Norwegian Air Shuttle,DY,NOZ,LN-ENP,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:25:00,2025-05-07 10:25:00,Oslo,OSL,ENGM,Europe/Oslo,2025-05-07 12:30:00,2025-05-07 12:28:00
AY 1166,FIN6KV,Departed,Finnair,AY,FIN,OH-LKM,Embraer 190,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:30:00,2025-05-07 10:30:00,Helsinki,HEL,EFHK,Europe/Helsinki,2025-05-07 12:20:00,2025-05-07 12:12:00
FR 3037,RYR844G,Departed,Ryanair,FR,RYR,SP-RZL,Boeing 737,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:35:00,2025-05-07 10:35:00,Treviso,TSF,LIPH,Europe/Rome,2025-05-07 12:15:00,2025-05-07 12:11:00
W6 2067,WZZ542,Departed,Wizz Air,W6,WZZ,HA-LTA,Airbus A321,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:45:00,2025-05-07 10:45:00,Milan,MXP,LIMC,Europe/Rome,2025-05-07 12:40:00,2025-05-07 12:24:00
FZ 1788,FDB1788,Departed,flydubai,FZ,FDB,A6-FMS,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:50:00,2025-05-07 10:50:00,Dubai,DXB,OMDB,Asia/Dubai,2025-05-07 16:30:00,
W6 2075,WZZ64,Departed,Wizz Air,W6,WZZ,9H-WDT,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:50:00,2025-05-07 10:50:00,Eindhoven,EIN,EHEH,Europe/Amsterdam,2025-05-07 12:50:00,2025-05-07 12:32:00
FR 42,RYR29VA,Departed,Ryanair,FR,RYR,SP-RZK,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 10:55:00,2025-05-07 10:55:00,Eindhoven,EIN,EHEH,Europe/Amsterdam,2025-05-07 12:50:00,2025-05-07 12:39:00
FR 2655,RYR71SF,Departed,Ryanair,FR,RYR,SP-RZF,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 11:00:00,2025-05-07 11:00:00,Tenerife Island,TFS,GCTS,Atlantic/Canary,2025-05-07 16:35:00,2025-05-07 16:56:00
LH 1365,DLH9KL,Departed,Lufthansa,LH,DLH,D-AIQT,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 11:05:00,2025-05-07 11:05:00,Frankfurt-am-Main,FRA,EDDF,Europe/Berlin,2025-05-07 12:45:00,2025-05-07 12:59:00
FR 8402,RYR66CN,Departed,Ryanair,FR,RYR,SP-RZH,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-07 11:05:00,2025-05-07 11:05:00,Tirana,TIA,LATI,Europe/Tirane,2025-05-07 12:55:00,
